contig_id	size	genome_id
CP104637.1	158207	GCA_025399015.1
CP104641.1	4719041	GCA_025399055.1
CP104642.1	59573	GCA_025399055.1
CP104643.1	4719009	GCA_025399075.1
CP104644.1	59329	GCA_025399075.1
CP082929.1	4666130	GCA_025643195.1
CP082930.1	165260	GCA_025643195.1
CP082932.1	7462	GCA_025643195.1
CP082933.1	5716	GCA_025643195.1
CP082934.1	5631	GCA_025643195.1
CP082935.1	1718	GCA_025643195.1
CP082931.1	64841	GCA_025643195.1
CP107010.1	4685754	GCA_025725745.1
CP107011.1	97817	GCA_025725745.1
CP107012.1	35442	GCA_025725745.1
CP107013.1	4072	GCA_025725745.1
CP060666.1	4681459	GCA_025808235.1
CP060667.1	110273	GCA_025808235.1
CP060668.1	4678918	GCA_025808255.1
CP060669.1	110273	GCA_025808255.1
CP060670.1	4683147	GCA_025808275.1
CP060671.1	109445	GCA_025808275.1
CP060672.1	4681475	GCA_025808295.1
CP060673.1	110273	GCA_025808295.1
CP060674.1	4681460	GCA_025808315.1
CP060675.1	110273	GCA_025808315.1
CP060676.1	4681486	GCA_025808335.1
CP060677.1	110273	GCA_025808335.1
CP060678.1	4680702	GCA_025808355.1
CP060679.1	110273	GCA_025808355.1
CP110198.1	4975120	GCA_026013295.1
CP110199.1	77789	GCA_026013295.1
CP110200.1	6714	GCA_026013295.1
CP110201.1	4975504	GCA_026013315.1
CP110220.1	4679367	GCA_026013745.1
CP110221.1	59372	GCA_026013745.1
CP110657.1	4940513	GCA_026153595.1
CP110658.1	271960	GCA_026153595.1
CP110659.1	46161	GCA_026153595.1
CP110660.1	6477	GCA_026153595.1
CP110931.1	4749611	GCA_026248385.1
CP110932.1	118995	GCA_026248385.1
CP110933.1	49544	GCA_026248385.1
CP110934.1	4749670	GCA_026248545.1
CP110935.1	49544	GCA_026248545.1
CP113364.1	4756748	GCA_026684115.1
CP091604.1	4685132	GCA_026873305.1
CP091606.1	4267	GCA_026873305.1
CP091605.1	255566	GCA_026873305.1
CP091607.1	4690407	GCA_026873325.1
CP091609.1	6431	GCA_026873325.1
CP091610.1	4267	GCA_026873325.1
CP091608.1	225457	GCA_026873325.1
CP091611.1	4682504	GCA_026873345.1
CP091612.1	5661	GCA_026873345.1
CP091613.1	4267	GCA_026873345.1
CP091614.1	4052	GCA_026873345.1
CP091615.1	4690396	GCA_026873365.1
CP091617.1	6431	GCA_026873365.1
CP091618.1	4267	GCA_026873365.1
CP091616.1	252013	GCA_026873365.1
CP091619.1	4647432	GCA_026873385.1
CP091621.1	3135	GCA_026873385.1
CP091620.1	172729	GCA_026873385.1
CP091622.1	4659429	GCA_026873405.1
CP091623.1	4267	GCA_026873405.1
CP091624.1	4690363	GCA_026873425.1
CP091625.1	4267	GCA_026873425.1
CP091626.1	4651635	GCA_026873445.1
CP091628.1	6432	GCA_026873445.1
CP091629.1	4267	GCA_026873445.1
CP091627.1	252013	GCA_026873445.1
CP091630.1	4687750	GCA_026873465.1
CP091632.1	6432	GCA_026873465.1
CP091633.1	4267	GCA_026873465.1
CP091631.1	252013	GCA_026873465.1
CP091634.1	4682466	GCA_026873485.1
CP091635.1	4267	GCA_026873485.1
CP091636.1	4645566	GCA_026873505.1
CP091638.1	59036	GCA_026873505.1
CP091639.1	3172	GCA_026873505.1
CP091637.1	279202	GCA_026873505.1
CP091640.1	4645539	GCA_026873525.1
CP091642.1	3172	GCA_026873525.1
CP091641.1	276543	GCA_026873525.1
CP068386.1	4729208	GCA_027474565.1
CP068387.1	67734	GCA_027474565.1
CP068388.1	86412	GCA_027474565.1
CP115551.1	5023030	GCA_027701665.1
CP115834.1	4883017	GCA_027920345.1
CP115836.1	103536	GCA_027920345.1
CP115835.1	329489	GCA_027920345.1
CP091542.1	5012649	GCA_027942095.1
CP091543.1	185529	GCA_027942095.1
CP092627.1	4822555	GCA_027942115.1
CP092628.1	92361	GCA_027942115.1
CP092510.1	4822450	GCA_027942135.1
CP092511.1	92361	GCA_027942135.1
CP092690.1	4822696	GCA_027942155.1
CP092691.1	92357	GCA_027942155.1
AP024347.1	4867732	GCA_027943645.1
AP024348.1	92251	GCA_027943645.1
AP026680.1	4686981	GCA_027943865.1
AP026681.1	3428	GCA_027943865.1
AP026682.1	2495	GCA_027943865.1
CP117181.2	4839261	GCA_028596065.2
CP117184.1	5021895	GCA_028596085.1
CP117186.1	2525	GCA_028596085.1
CP117187.1	2317	GCA_028596085.1
CP117185.1	65644	GCA_028596085.1
CP117244.1	4870254	GCA_028596185.1
CP117245.1	93832	GCA_028596185.1
CP117299.2	4839259	GCA_028607065.2
CP117698.1	4684039	GCA_028623105.1
CP117699.1	102202	GCA_028623105.1
CP117700.1	2620	GCA_028623105.1
CP117701.1	1888	GCA_028623105.1
CP117696.1	4793690	GCA_028623125.1
CP117697.1	1888	GCA_028623125.1
CP117693.1	4793053	GCA_028623145.1
CP117694.1	2620	GCA_028623145.1
CP117695.1	1888	GCA_028623145.1
CP117850.2	4931346	GCA_028735935.2
CP117851.1	4848834	GCA_028735955.1
CP117852.1	4861942	GCA_028735975.1
CP117976.1	4758000	GCA_028743635.1
CP117977.1	60499	GCA_028743635.1
CP117978.1	5636	GCA_028743635.1
CP117290.1	4777665	GCA_028747825.1
CP117291.1	4780537	GCA_028747845.1
CP117292.1	4776296	GCA_028747865.1
CP117293.1	4779270	GCA_028747885.1
CP117294.1	4780817	GCA_028747905.1
CP118536.1	4780792	GCA_028891365.1
CP118537.1	4812716	GCA_028891385.1
CP118538.1	84390	GCA_028891385.1
CP117378.1	4831316	GCA_028892635.1
CP117379.1	99205	GCA_028892635.1
CP117380.1	4837969	GCA_028892665.1
CP117381.1	99202	GCA_028892665.1
CP117382.1	4804926	GCA_028892685.1
CP117383.1	100649	GCA_028892685.1
CP117384.1	4805327	GCA_028892705.1
CP117385.1	100527	GCA_028892705.1
CP117386.1	4804652	GCA_028892725.1
CP117387.1	100517	GCA_028892725.1
CP117388.1	4805135	GCA_028892745.1
CP117389.1	100526	GCA_028892745.1
CP117390.1	4765591	GCA_028892765.1
CP117391.1	100521	GCA_028892765.1
CP117392.1	4647824	GCA_028892785.1
CP117393.1	3370	GCA_028892785.1
CP117394.1	4805034	GCA_028892805.1
CP117395.1	100527	GCA_028892805.1
CP117396.1	4805118	GCA_028892825.1
CP117397.1	100527	GCA_028892825.1
CP117398.1	4913836	GCA_028892845.1
CP117399.1	54292	GCA_028892845.1
CP117400.1	4913836	GCA_028892865.1
CP117401.1	54292	GCA_028892865.1
CP117402.1	4647778	GCA_028892885.1
CP117403.1	3370	GCA_028892885.1
CP117305.1	4845736	GCA_028892935.1
CP117306.1	3727	GCA_028892935.1
CP117301.1	4825435	GCA_028892955.1
CP117302.1	6988	GCA_028892955.1
CP117303.1	6046	GCA_028892955.1
CP117304.1	1316	GCA_028892955.1
CP117307.1	4833020	GCA_028892975.1
CP117308.1	6988	GCA_028892975.1
CP117309.1	6047	GCA_028892975.1
CP117310.1	5919	GCA_028892975.1
CP117311.1	1316	GCA_028892975.1
CP117312.1	4828384	GCA_028892995.1
CP117313.1	6988	GCA_028892995.1
CP117314.1	6047	GCA_028892995.1
CP117315.1	5919	GCA_028892995.1
CP117316.1	1316	GCA_028892995.1
CP117317.1	4826647	GCA_028893015.1
CP117318.1	87713	GCA_028893015.1
CP117319.1	6988	GCA_028893015.1
CP117320.1	6045	GCA_028893015.1
CP117321.1	1316	GCA_028893015.1
CP117322.1	4845631	GCA_028893035.1
CP117323.1	11944	GCA_028893035.1
CP117324.1	5919	GCA_028893035.1
CP117325.1	1035	GCA_028893035.1
CP117326.1	4770448	GCA_028893055.1
CP117327.1	4729938	GCA_028893075.1
CP117328.1	114639	GCA_028893075.1
CP117329.1	4745725	GCA_028893095.1
CP117330.1	64283	GCA_028893095.1
CP117331.1	2699	GCA_028893095.1
CP117332.1	4695492	GCA_028893115.1
CP117333.1	66452	GCA_028893115.1
CP117334.1	62867	GCA_028893115.1
CP117335.1	2699	GCA_028893115.1
CP117336.1	4843959	GCA_028893135.1
CP117337.1	150540	GCA_028893135.1
CP117338.1	4866486	GCA_028893155.1
CP117339.1	146580	GCA_028893155.1
CP117340.1	4841684	GCA_028893175.1
CP117341.1	86676	GCA_028893175.1
CP117342.1	75130	GCA_028893175.1
CP117343.1	4843892	GCA_028893195.1
CP117344.1	86282	GCA_028893195.1
CP117345.1	74562	GCA_028893195.1
CP117346.1	4846852	GCA_028893215.1
CP117347.1	178387	GCA_028893215.1
CP117348.1	4775084	GCA_028893235.1
CP117349.1	180389	GCA_028893235.1
CP117350.1	86233	GCA_028893235.1
CP117351.1	4838495	GCA_028893255.1
CP117352.1	103508	GCA_028893255.1
CP117353.1	74850	GCA_028893255.1
CP117354.1	4843403	GCA_028893275.1
CP117355.1	82559	GCA_028893275.1
CP117356.1	75391	GCA_028893275.1
CP117357.1	4863964	GCA_028893295.1
CP117358.1	93864	GCA_028893295.1
CP117359.1	4843935	GCA_028893315.1
CP117360.1	101652	GCA_028893315.1
CP117361.1	74851	GCA_028893315.1
CP117362.1	4844175	GCA_028893335.1
CP117363.1	84245	GCA_028893335.1
CP117364.1	75466	GCA_028893335.1
CP117404.1	4851366	GCA_028893355.1
CP117365.1	4830628	GCA_028893375.1
CP117366.1	146584	GCA_028893375.1
CP117367.1	4963124	GCA_028893395.1
CP117368.1	107978	GCA_028893395.1
CP117369.1	73152	GCA_028893395.1
CP117370.1	4998883	GCA_028893415.1
CP117371.1	4831068	GCA_028893435.1
CP117372.1	99201	GCA_028893435.1
CP117373.1	4851116	GCA_028893455.1
CP117374.1	106220	GCA_028893455.1
CP117375.1	75389	GCA_028893455.1
CP117376.1	4831315	GCA_028893475.1
CP117377.1	99205	GCA_028893475.1
CP118633.1	4856016	GCA_028993675.1
CP119137.1	4677190	GCA_029166965.1
CP119136.1	237330	GCA_029166965.1
CP120671.1	5035375	GCA_029537315.1
CP120672.1	48530	GCA_029537315.1
CP120673.1	5754	GCA_029537315.1
CP121066.1	4850920	GCA_029591745.1
CP121067.1	195329	GCA_029591745.1
CP121075.1	4679202	GCA_029591825.1
CP121070.1	4851681	GCA_029591945.1
CP121071.1	195305	GCA_029591945.1
CP121072.1	6477	GCA_029591945.1
CP121068.1	4857909	GCA_029592045.1
CP121069.1	195307	GCA_029592045.1
CP121076.1	4851036	GCA_029592105.1
CP121077.1	195315	GCA_029592105.1
CP121073.1	4851438	GCA_029592185.1
CP121074.1	195026	GCA_029592185.1
CP121262.1	4884036	GCA_029594695.1
CP121189.1	4998300	GCA_029625035.1
CP121296.1	4578607	GCA_029674725.1
CP121295.1	4578586	GCA_029674745.1
CP121297.1	4578573	GCA_029674765.1
CP121298.1	4777899	GCA_029674785.1
CP119980.1	4727145	GCA_029692005.1
CP119981.1	294021	GCA_029692005.1
CP119982.1	4727145	GCA_029692025.1
CP119983.1	312171	GCA_029692025.1
CP119984.1	4727145	GCA_029692065.1
CP119985.1	315489	GCA_029692065.1
CP119986.1	4727145	GCA_029692105.1
CP119987.1	312164	GCA_029692105.1
CP094269.1	4717205	GCA_029866625.1
CP094270.1	211429	GCA_029866625.1
CP094271.1	54608	GCA_029866625.1
CP124522.1	4685979	GCA_029953555.1
CP124523.1	59372	GCA_029953555.1
CP124524.1	4633	GCA_029953555.1
CP124525.1	4585	GCA_029953555.1
CP125220.1	4679795	GCA_030027965.1
CP125221.1	64327	GCA_030027965.1
CP125222.1	29336	GCA_030027965.1
CP116042.1	4998532	GCA_030064445.1
CP116043.1	40085	GCA_030064445.1
CP120315.1	4720107	GCA_030122175.1
CP120316.1	59373	GCA_030122175.1
CP120317.1	37698	GCA_030122175.1
CP120318.1	4720112	GCA_030122195.1
CP120319.1	59372	GCA_030122195.1
CP120320.1	37698	GCA_030122195.1
CP120322.1	4720159	GCA_030122215.1
CP120323.1	59372	GCA_030122215.1
CP120324.1	37699	GCA_030122215.1
CP120321.1	17355	GCA_030122215.1
CP120325.1	4857057	GCA_030122235.1
CP120326.1	285076	GCA_030122235.1
CP120327.1	4857068	GCA_030122275.1
CP120328.1	285079	GCA_030122275.1
CP120329.1	4697043	GCA_030122315.1
CP120330.1	52319	GCA_030122315.1
CP120333.1	4857058	GCA_030122355.1
CP120334.1	285078	GCA_030122355.1
CP120335.1	4856898	GCA_030122375.1
CP120336.1	285072	GCA_030122375.1
CP120337.1	4857056	GCA_030122395.1
CP120338.1	285085	GCA_030122395.1
CP120339.1	4857070	GCA_030122415.1
CP120340.1	285079	GCA_030122415.1
CP120341.1	4697034	GCA_030122435.1
CP120342.1	58367	GCA_030122435.1
CP120343.1	4857048	GCA_030122515.1
CP120344.1	285070	GCA_030122515.1
CP120345.1	4857043	GCA_030122535.1
CP120346.1	285070	GCA_030122535.1
CP120347.1	4857056	GCA_030122555.1
CP120348.1	285075	GCA_030122555.1
CP120349.1	4857056	GCA_030122575.1
CP120350.1	285080	GCA_030122575.1
CP122457.1	4772725	GCA_030122615.1
CP126138.1	4894693	GCA_030127065.1
CP126139.1	93855	GCA_030127065.1
CP126140.1	4679297	GCA_030127085.1
CP126141.1	64327	GCA_030127085.1
CP126142.1	29336	GCA_030127085.1
CP126143.1	28942	GCA_030127085.1
CP126325.1	4823717	GCA_030166335.1
CP126326.1	90249	GCA_030166335.1
CP126327.1	85700	GCA_030166335.1
CP126328.1	48318	GCA_030166335.1
CP126323.1	4694955	GCA_030166355.1
CP126324.1	86649	GCA_030166355.1
CP126166.1	4783907	GCA_030168445.1
CP126167.1	59372	GCA_030168445.1
CP120392.1	4780113	GCA_030254665.1
CP120394.1	4780244	GCA_030254685.1
CP120393.1	4777800	GCA_030254705.1
CP120395.1	4777908	GCA_030254725.1
CP120396.1	4833474	GCA_030254745.1
CP120397.1	4832976	GCA_030254765.1
CP120398.1	4777787	GCA_030254785.1
CP120399.1	4782091	GCA_030254805.1
CP128261.1	4753260	GCA_030345015.1
CP128264.1	2096	GCA_030345015.1
CP128262.1	101492	GCA_030345015.1
CP128263.1	37697	GCA_030345015.1
CP129384.1	4711862	GCA_030435995.1
CP129385.1	108036	GCA_030435995.1
CP129390.1	3205	GCA_030435995.1
CP129389.1	4779	GCA_030435995.1
CP129388.1	50239	GCA_030435995.1
CP129387.1	58960	GCA_030435995.1
CP129386.1	94398	GCA_030435995.1
CP129108.1	4806952	GCA_030436365.1
CP129109.1	4807710	GCA_030436425.1
CP129110.1	4807678	GCA_030439685.1
CP091866.1	5039354	GCA_030440615.1
CP091867.1	180872	GCA_030440615.1
CP091868.1	4929877	GCA_030440635.1
CP091869.1	180031	GCA_030440635.1
CP092491.1	4991640	GCA_030440655.1
CP092492.1	222126	GCA_030440655.1
CP129630.1	4770057	GCA_030486485.2
CP129632.2	98748	GCA_030486485.2
CP129631.2	321025	GCA_030486485.2
CP130073.1	4850917	GCA_030505735.1
CP130074.1	144836	GCA_030505735.1
CP130075.1	2569	GCA_030505735.1
CP130076.1	4850894	GCA_030505755.1
CP130077.1	144828	GCA_030505755.1
CP130078.1	8251	GCA_030505755.1
CP130079.1	4267	GCA_030505755.1
CP130080.1	4085	GCA_030505755.1
CP130081.1	3321	GCA_030505755.1
CP130082.1	2569	GCA_030505755.1
CP130083.1	4854947	GCA_030505775.1
CP130084.1	144833	GCA_030505775.1
CP130085.1	2569	GCA_030505775.1
CP130091.1	4861538	GCA_030505815.1
CP130092.1	143790	GCA_030505815.1
CP130094.1	2839	GCA_030505815.1
CP130095.1	2569	GCA_030505815.1
CP130093.1	4694	GCA_030505815.1
CP130096.1	4864549	GCA_030505835.1
CP130097.1	144840	GCA_030505835.1
CP130098.1	2569	GCA_030505835.1
CP130103.1	4853146	GCA_030505875.1
CP130104.1	144846	GCA_030505875.1
CP130105.1	2569	GCA_030505875.1
CP130106.1	4859311	GCA_030505895.1
CP130107.1	144840	GCA_030505895.1
CP130108.1	2569	GCA_030505895.1
CP130109.1	4818423	GCA_030505915.1
CP130110.1	144840	GCA_030505915.1
CP130111.1	2569	GCA_030505915.1
CP130112.1	4852220	GCA_030505935.1
CP130113.1	144841	GCA_030505935.1
CP130114.1	2569	GCA_030505935.1
CP130115.1	4852253	GCA_030505955.1
CP130116.1	144840	GCA_030505955.1
CP130117.1	2569	GCA_030505955.1
CP130126.1	4866971	GCA_030505995.1
CP130127.1	144840	GCA_030505995.1
CP130129.1	2000	GCA_030505995.1
CP130128.1	4054	GCA_030505995.1
CP130274.1	4871054	GCA_030506155.1
CP130275.1	146167	GCA_030506155.1
CP130276.1	4020	GCA_030506155.1
CP130277.1	2569	GCA_030506155.1
CP126178.1	4861581	GCA_030517155.1
CP126180.1	6522	GCA_030517155.1
CP126181.1	4074	GCA_030517155.1
CP126182.1	4066	GCA_030517155.1
CP126183.1	2097	GCA_030517155.1
CP126184.1	1858	GCA_030517155.1
CP126179.1	189237	GCA_030517155.1
CP126310.1	4919121	GCA_030517175.1
CP130564.1	4761312	GCA_030534275.1
CP129206.1	4894979	GCA_030644285.1
CP129207.1	94032	GCA_030644285.1
CP129208.1	1939	GCA_030644285.1
CP129209.1	4894501	GCA_030644305.1
CP129210.1	94026	GCA_030644305.1
CP129211.1	1939	GCA_030644305.1
CP132950.1	4860453	GCA_030863765.1
CP132951.1	114295	GCA_030863765.1
CP133181.1	4726490	GCA_030913595.1
CP133182.1	310238	GCA_030913595.1
CP133183.1	4972243	GCA_030913615.1
CP133184.1	228305	GCA_030913615.1
CP133185.1	100887	GCA_030913615.1
CP133186.1	4473	GCA_030913615.1
CP133212.1	4942113	GCA_030931095.1
CP133213.1	184553	GCA_030931095.1
CP133214.1	111419	GCA_030931095.1
CP133210.1	4984842	GCA_030931115.1
CP133211.1	184313	GCA_030931115.1
CP133284.1	4758936	GCA_030979995.1
CP133285.1	49548	GCA_030979995.1
CP133278.1	4578166	GCA_030980015.1
CP133279.1	274597	GCA_030980015.1
CP133280.1	44109	GCA_030980015.1
CP133281.1	21790	GCA_030980015.1
CP133282.1	4074	GCA_030980015.1
CP133283.1	3188	GCA_030980015.1
CP133286.1	4911285	GCA_030980035.1
CP133287.1	42423	GCA_030980035.1
CP133288.1	4657	GCA_030980035.1
CP133321.1	4668877	GCA_031021005.1
CP133324.1	6230	GCA_031021005.1
CP133323.1	56636	GCA_031021005.1
CP133322.1	60310	GCA_031021005.1
CP064909.1	4754793	GCA_031035935.1
CP064914.1	3171	GCA_031035935.1
CP064913.1	4700	GCA_031035935.1
CP064912.1	5234	GCA_031035935.1
CP064911.1	6079	GCA_031035935.1
CP064910.1	90388	GCA_031035935.1
CP065128.1	4769694	GCA_031036275.1
CP065130.1	4593	GCA_031036275.1
CP065129.1	101992	GCA_031036275.1
CP065125.1	4758415	GCA_031036295.1
CP065127.1	10047	GCA_031036295.1
CP065126.1	104115	GCA_031036295.1
CP065121.1	4686363	GCA_031036315.1
CP065124.1	47133	GCA_031036315.1
CP065123.1	59372	GCA_031036315.1
CP065122.1	97648	GCA_031036315.1
CP065117.1	4662937	GCA_031036335.1
CP065120.1	6817	GCA_031036335.1
CP065118.1	176705	GCA_031036335.1
CP065119.1	101018	GCA_031036335.1
CP065111.1	4783704	GCA_031036455.1
CP065116.1	3171	GCA_031036455.1
CP065113.1	47085	GCA_031036455.1
CP065115.1	6115	GCA_031036455.1
CP065114.1	9007	GCA_031036455.1
CP065112.1	117668	GCA_031036455.1
CP065062.1	4974396	GCA_031036675.1
CP065065.1	11078	GCA_031036675.1
CP065063.1	99057	GCA_031036675.1
CP065064.1	33309	GCA_031036675.1
CP065066.1	5280279	GCA_031036835.1
CP065068.1	2444	GCA_031036835.1
CP065067.1	5080	GCA_031036835.1
CP065069.1	4647664	GCA_031037015.1
CP065070.1	279751	GCA_031037015.1
CP065131.1	4994885	GCA_031038275.1
CP065133.1	4593	GCA_031038275.1
CP065132.1	148549	GCA_031038275.1
CP065071.1	4649975	GCA_031038815.1
CP065072.1	266567	GCA_031038815.1
CP065073.1	86025	GCA_031038815.1
CP065074.1	4766801	GCA_031038915.1
CP065075.1	3172	GCA_031038915.1
CP065076.1	4922659	GCA_031038935.1
CP065077.1	227458	GCA_031038935.1
CP065078.1	4641849	GCA_031038955.1
CP065079.1	106255	GCA_031038955.1
CP065080.1	4919676	GCA_031038975.1
CP065081.1	226935	GCA_031038975.1
CP065082.1	4919588	GCA_031038995.1
CP065083.1	227199	GCA_031038995.1
CP065084.1	4723264	GCA_031039015.1
CP065086.1	3373	GCA_031039015.1
CP065085.1	159165	GCA_031039015.1
CP065087.1	4725619	GCA_031039035.1
CP065089.1	4072	GCA_031039035.1
CP065088.1	187198	GCA_031039035.1
CP065090.1	4925569	GCA_031039055.1
CP065091.1	3172	GCA_031039055.1
CP065092.1	4804278	GCA_031039175.1
CP065093.1	3172	GCA_031039175.1
CP065094.1	4644572	GCA_031039375.1
CP065096.1	3172	GCA_031039375.1
CP065095.1	278374	GCA_031039375.1
CP065097.1	4644744	GCA_031039535.1
CP065099.1	3172	GCA_031039535.1
CP065098.1	253971	GCA_031039535.1
CP065100.1	4797015	GCA_031039735.1
CP065101.1	112193	GCA_031039735.1
CP065107.1	2442	GCA_031039735.1
CP065104.1	42680	GCA_031039735.1
CP065106.1	3830	GCA_031039735.1
CP065105.1	5907	GCA_031039735.1
CP065102.1	105084	GCA_031039735.1
CP065103.1	47397	GCA_031039735.1
CP065108.1	4749987	GCA_031039875.1
CP065110.1	3609	GCA_031039875.1
CP065109.1	118737	GCA_031039875.1
CP133398.1	4911285	GCA_031174645.1
CP133399.1	48921	GCA_031174645.1
CP133400.1	4657	GCA_031174645.1
CP133419.1	4782988	GCA_031182125.1
CP133420.1	11043	GCA_031182125.1
CP133421.1	4593	GCA_031182125.1
CP133422.1	4963846	GCA_031182935.1
CP133423.1	101760	GCA_031182935.1
CP133424.1	4657	GCA_031182935.1
CP133425.1	1749	GCA_031182935.1
CP133426.1	4685645	GCA_031183715.1
CP133427.1	59372	GCA_031183715.1
CP133428.1	45040	GCA_031183715.1
CP133429.1	4685645	GCA_031184215.1
CP133430.1	59372	GCA_031184215.1
CP133431.1	45040	GCA_031184215.1
CP133432.1	4685645	GCA_031184795.1
CP133433.1	59372	GCA_031184795.1
CP133434.1	45040	GCA_031184795.1
CP133435.1	4717634	GCA_031187125.1
CP133436.1	59372	GCA_031187125.1
CP133438.1	4717402	GCA_031188765.1
CP133439.1	59372	GCA_031188765.1
CP133487.1	4908742	GCA_031197025.1
CP133488.1	249152	GCA_031197025.1
CP133489.1	33858	GCA_031197025.1
CP133565.1	4679222	GCA_031198825.1
CP133566.1	59363	GCA_031198825.1
CP133567.1	47645	GCA_031198825.1
CP136145.1	4724939	GCA_032465755.1
CP136149.1	4679799	GCA_032465775.1
CP136150.1	64327	GCA_032465775.1
CP136151.1	24484	GCA_032465775.1
CP136141.1	4745289	GCA_032465795.1
CP136142.1	127061	GCA_032465795.1
CP136143.1	64327	GCA_032465795.1
CP136144.1	24484	GCA_032465795.1
CP136146.1	4761094	GCA_032465835.1
CP136147.1	111466	GCA_032465835.1
CP136148.1	40394	GCA_032465835.1
CP136400.1	4891794	GCA_032681265.1
CP136401.1	93924	GCA_032681265.1
CP103966.1	4783748	GCA_032700165.1
CP103967.1	216988	GCA_032700165.1
CP136645.1	4685819	GCA_032938035.1
CP136646.1	59372	GCA_032938035.1
CP137712.1	4857518	GCA_033403855.1
CP137713.1	93910	GCA_033403855.1
CP137719.1	4870260	GCA_033404635.1
CP137720.1	93922	GCA_033404635.1
CP138307.1	4861942	GCA_033613815.1
CP138308.1	210622	GCA_033613815.1
CP138305.1	4848834	GCA_033615035.1
CP138306.1	238640	GCA_033615035.1
CP139456.1	4754462	GCA_034259065.1
CP139457.1	4837757	GCA_034259085.1
CP139746.1	4857968	GCA_034377425.1
CP139747.1	93924	GCA_034377425.1
CP130616.1	4779500	GCA_034447935.1
CP130617.1	60178	GCA_034447935.1
CP130618.1	4785195	GCA_034448035.1
CP130620.1	139312	GCA_034448035.1
CP130619.1	33657	GCA_034448035.1
CP130621.1	4738191	GCA_034448755.1
CP130622.1	139222	GCA_034448755.1
CP132010.1	4781817	GCA_034448845.1
CP140404.1	4759743	GCA_034491365.1
CP140412.1	4861050	GCA_034493545.1
CP140413.1	117393	GCA_034493545.1
CP140414.1	67700	GCA_034493545.1
CP140415.1	2018	GCA_034493545.1
CP140416.1	4841234	GCA_034494365.1
CP141256.1	4708192	GCA_035319905.1
CP141257.1	114617	GCA_035319905.1
CP141258.1	6257	GCA_035319905.1
CP141594.1	4829444	GCA_035592515.1
CP141947.1	4963575	GCA_035658395.1
CP097849.1	4870588	GCA_036820215.1
CP097850.1	4018	GCA_036820215.1
CP097851.1	2257	GCA_036820215.1
CP097852.1	2097	GCA_036820215.1
CP097853.1	4869812	GCA_036821985.1
CP097854.1	4018	GCA_036821985.1
CP097855.1	2257	GCA_036821985.1
CP097856.1	2097	GCA_036821985.1
CP145533.1	5015061	GCA_036871005.1
CP145535.1	353748	GCA_036871005.1
CP145534.1	20220	GCA_036871005.1
CP124236.1	4741987	GCA_037055435.1
CP124237.1	49599	GCA_037055435.1
CP146847.1	4793104	GCA_037099745.1
CP146848.1	92749	GCA_037099745.1
CP148772.1	4860675	GCA_037616175.1
CP148773.1	145013	GCA_037616175.1
CP148774.1	9216	GCA_037616175.1
CP148775.1	4977117	GCA_037617745.1
CP148776.1	5059756	GCA_037618855.1
CP148777.1	93169	GCA_037618855.1
CP148778.1	4652	GCA_037618855.1
CP148789.1	4733505	GCA_037770365.1
CP148790.1	4727125	GCA_037771175.1
CP148791.1	338878	GCA_037771175.1
CP148792.1	5873	GCA_037771175.1
CP148793.1	4903	GCA_037771175.1
CP148794.1	4728345	GCA_037772145.1
CP148795.1	307572	GCA_037772145.1
CP148796.1	5873	GCA_037772145.1
CP148797.1	4727010	GCA_037773035.1
CP148798.1	331945	GCA_037773035.1
CP148799.1	5871	GCA_037773035.1
CP148800.1	4903	GCA_037773035.1
CP148801.1	4727115	GCA_037774005.1
CP148802.1	325704	GCA_037774005.1
CP148803.1	7119	GCA_037774005.1
CP148804.1	5873	GCA_037774005.1
CP148805.1	4903	GCA_037774005.1
CP148810.1	4727126	GCA_037775235.1
CP148811.1	316755	GCA_037775235.1
CP148812.1	5873	GCA_037775235.1
CP148813.1	4903	GCA_037775235.1
CP148814.1	4727121	GCA_037776255.1
CP148815.1	316724	GCA_037776255.1
CP148816.1	5873	GCA_037776255.1
CP148817.1	4903	GCA_037776255.1
CP148818.1	4727122	GCA_037776265.1
CP148819.1	290815	GCA_037776265.1
CP148820.1	5872	GCA_037776265.1
CP148821.1	4903	GCA_037776265.1
CP148822.1	4727122	GCA_037777435.1
CP148823.1	309708	GCA_037777435.1
CP148824.1	5873	GCA_037777435.1
CP148825.1	4903	GCA_037777435.1
CP148826.1	4727117	GCA_037778605.1
CP148827.1	310238	GCA_037778605.1
CP148828.1	4727107	GCA_037779835.1
CP148829.1	310264	GCA_037779835.1
CP148830.1	5873	GCA_037779835.1
CP148831.1	4903	GCA_037779835.1
CP148832.1	4727134	GCA_037780985.1
CP148833.1	318535	GCA_037780985.1
CP148834.1	5872	GCA_037780985.1
CP148835.1	4903	GCA_037780985.1
CP148836.1	4727133	GCA_037782195.1
CP148837.1	318536	GCA_037782195.1
CP148846.1	4728438	GCA_037784635.1
CP148847.1	319638	GCA_037784635.1
CP148848.1	5873	GCA_037784635.1
CP148849.1	4903	GCA_037784635.1
CP148872.1	4693460	GCA_037795395.1
CP148873.1	4658533	GCA_037796365.1
CP148874.1	4726044	GCA_037797495.1
CP148875.1	4168300	GCA_037798445.1
CP148876.1	499069	GCA_037798445.1
CP148877.1	41528	GCA_037798445.1
CP148878.1	27875	GCA_037798445.1
CP148879.1	5555	GCA_037798445.1
